body_Click,body_Win,subj_credentials,body_richness,sender_diff_replyTo,body_Verify,sender_no_characters,subj_richness,body_iframe,subj_access,body_Open,subj_account,subj_security,body_forms,body_Security,body_scripts,body_num_of_attachments,body_popups,subj_forwarded_email,body_html,body_Confirm,subj_replied_email,body_Account,subj_prime_targets,body_Access,body_Bank,subj_forwarder_email,body_general_salutation,subj_verify,sender_no_words,subj_urgent,label
0,0,1,1.4096385542168675,0,0,42,1.25,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.3375,0,0,46,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.3392857142857142,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,8.482758620689655,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2456140350877194,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.8878504672897196,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.1458333333333333,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
1,0,1,1.1470588235294117,0,0,15,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
0,0,1,1.108695652173913,0,0,33,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.1111111111111112,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0,0,0,38,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2307692307692308,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.1666666666666667,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.6292134831460674,0,0,30,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.8424908424908424,0,0,25,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
0,0,1,1.452054794520548,0,0,34,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
0,1,1,2.1538461538461537,0,0,43,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0
0,1,1,2.3358070500927646,0,0,32,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,3,1,0
0,0,1,1.2784810126582278,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.4186046511627908,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.4666666666666666,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.1538461538461537,0,0,48,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.7093023255813953,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,1,0
0,0,1,1.131578947368421,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.9555555555555555,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.1379310344827587,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2619047619047619,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.2142857142857142,0,0,48,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.9736842105263157,0,0,45,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.0,0,0,48,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.4274193548387097,0,0,38,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0
0,1,1,1.7454545454545454,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0
0,0,1,1.8780487804878048,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0
0,0,0,1.0833333333333333,0,0,40,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,1,7.571428571428571,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.4523809523809523,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,2.3333333333333335,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2962962962962963,0,0,38,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.1290322580645162,0,0,50,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.9509803921568627,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.1333333333333333,0,0,33,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0
0,1,1,1.1904761904761905,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,2.0449101796407185,0,0,42,1.0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,1,0
0,1,1,1.4383561643835616,0,0,44,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
0,1,1,1.2337662337662338,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
0,1,1,1.4299065420560748,0,0,44,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
0,1,1,1.336283185840708,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.119047619047619,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.103448275862069,0,0,53,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0
0,0,1,1.851063829787234,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0
0,0,1,1.5862068965517242,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0
0,0,1,1.0476190476190477,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.380281690140845,0,0,45,1.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0
0,0,0,1.0714285714285714,0,0,36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,1,1,1.09375,0,0,33,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.4230769230769231,0,0,55,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0
0,1,1,1.4125,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.375,0,0,51,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0
0,0,1,1.4122137404580153,0,0,23,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
0,0,1,7.435897435897436,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
1,0,1,1.3235294117647058,0,0,33,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0
0,0,1,1.423529411764706,0,0,38,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.3048780487804879,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.7164179104477613,0,0,38,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.08,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.4090909090909092,0,0,37,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0
0,1,1,1.3837209302325582,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.894736842105263,0,0,46,1.0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.7708333333333333,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.4489795918367347,0,0,56,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.2444444444444445,0,0,59,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,1,0
0,1,1,1.8472222222222223,0,1,34,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,2.051282051282051,0,0,34,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0
0,1,1,1.872340425531915,0,0,23,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1,0,1,1.6736401673640167,0,0,32,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.09375,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,3.049079754601227,0,0,38,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
0,0,1,1.2666666666666666,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
1,0,1,1.3333333333333333,0,0,24,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
1,0,1,1.0526315789473684,0,0,24,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0
0,0,1,2.138047138047138,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.302325581395349,0,0,21,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
0,1,1,1.9514563106796117,0,0,40,1.0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,0
1,0,1,1.2666666666666666,0,0,28,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0
0,0,1,1.5394736842105263,0,0,22,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,0,1,3.9133333333333336,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.4545454545454546,0,0,46,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,4.046979865771812,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2857142857142858,0,0,40,1.3333333333333333,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.4210526315789473,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
0,0,1,1.4948453608247423,0,0,43,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,0
0,0,1,1.323076923076923,0,0,34,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,1,0
0,0,1,2.0,0,0,34,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.9893617021276595,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,0
0,1,1,1.8894230769230769,0,0,39,1.0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0833333333333333,0,0,25,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
0,1,1,1.6053811659192825,0,0,27,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0
0,1,1,1.6036036036036037,0,0,32,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
0,1,1,2.2164750957854404,0,0,32,1.0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,3,1,0
0,0,1,1.839080459770115,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0
0,0,1,1.0789473684210527,0,0,43,1.0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.3529411764705883,0,0,23,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
0,0,1,1.0689655172413792,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2040816326530612,0,0,34,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
0,0,1,1.6666666666666667,0,0,40,1.0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3,1,0
0,0,1,1.0666666666666667,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2352941176470589,0,0,44,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,1.0344827586206897,0,0,34,1.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0785714285714285,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.1515151515151516,0,0,36,1.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.2244897959183674,0,0,51,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0
0,1,1,1.1818181818181819,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.7083333333333333,0,0,46,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.0769230769230769,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.9324324324324325,0,0,46,1.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,1,0
1,1,1,1.275,0,0,42,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0
0,0,1,7.486486486486487,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,0,1,1.8,0,0,36,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
0,1,1,2.504911591355599,0,0,32,1.0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,3,1,0
1,0,1,1.4811320754716981,0,0,76,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,9,1,0
